ices_code	ices_description	code_type
32M8	MOORE	SHIPC
32M9	MONTAGUE	SHIPC
32MA	J. H. MACGAREGILL	SHIPC
32MB	MARCONA PROSPECTOR	SHIPC
32MC	MARCONA PATHFINDER	SHIPC
32MD	MARIPOSA	SHIPC
32ME	MARIETTA	SHIPC
32MF	MARSHFIELD	SHIPC
32MG	MAYO	SHIPC
32MH	MOHAWK	SHIPC
32MI	MICHIGAN	SHIPC
32MJ	MALABAR	SHIPC
32MK	MACK	SHIPC
32ML	MILWAUKEE	SHIPC
32MM	AMERICAN ALTAIR	SHIPC
32MN	MOINESTER	SHIPC
32MO	MONTEREY	SHIPC
32MP	MONTPLIER VICTORY	SHIPC
32MQ	U. M. MOORE	SHIPC
32MR	AMERICAN RIGEL	SHIPC
32MS	SGT. A. MILLER	SHIPC
32MT	MCNULTY	SHIPC
32MU	MAUMEE	SHIPC
32MV	AMERICAN VEGA	SHIPC
32MW	MOANA WAVE	SHIPC
32MX	MIN DIV	SHIPC
32MY	MELODY II	SHIPC
32MZ	MAYAGUEZ	SHIPC
32N0	OCEAN TITAN	SHIPC
32N1	MARCONA TRAVELER	SHIPC
32N2	L. MARGARET	SHIPC
32N3	NORDIC PRINCE	SHIPC
32N4	MATANUSKA	SHIPC
32N5	TONGUIN	SHIPC
32N6	ROYAL ATLANTIC	SHIPC
32N7	NEESKAY	SHIPC
32N8	PRESIDENT TRUMAN	SHIPC
32N9	MARANATHA	SHIPC
32NA	NAI	SHIPC
32NB	MANHATTAN	SHIPC
32NC	MARCO POLO	SHIPC
32ND	NODAWAY	SHIPC
32NE	NELSON	SHIPC
32NF	SEA TRANSPORTER	SHIPC
32NG	MAUNA LEI	SHIPC
32NH	NESHANIC	SHIPC
32NI	NUISANCE 4	SHIPC
32NJ	NORE-DICK	SHIPC
32NK	ANTILLAS	SHIPC
32NL	MARINE EVANGELINE	SHIPC
32NM	NEW HORIZON	SHIPC
32NN	NICHOLSON	SHIPC
32NO	NEOSHO	SHIPC
32NP	NEPTUNE	SHIPC
32NQ	NEVADA	SHIPC
32NR	NORTH SEAL	SHIPC
32NS	NEVADA STANDARD	SHIPC
32NT	NESTUCCA	SHIPC
32NU	NASSAU	SHIPC
32NV	ATLANTIC CONVEYER	SHIPC
32NW	Clark	SHIPC
32NX	CORAL SEA	SHIPC
32NY	EDGAR M. QUEENY	SHIPC
32NZ	FAIRFAX COUNTY	SHIPC
32O0	HONOLULU	SHIPC
32O1	ORB	SHIPC
32O2	APOLLO	SHIPC
32O3	OUTRAGE	SHIPC
32O4	PRITCHARD	SHIPC
32O5	ORION	SHIPC
32O6	EAGLE	SHIPC
32O7	GLORITA	SHIPC
32O8	CALVER	SHIPC
32O9	SEABIRD	SHIPC
32OA	CONFIDENCE	SHIPC
32OB	OBSERVATION ISLAND	SHIPC
32OC	OCEANUS	SHIPC
32OD	OLEANDER	SHIPC
32OE	SOCKEYE	SHIPC
32OF	OLDENDORF	SHIPC
32OG	ORANGE	SHIPC
32OH	OSHAWA	SHIPC
32OI	OCEAN ISLAND	SHIPC
32OJ	OREGON BEAVER	SHIPC
32OK	OKLAHOMA CITY	SHIPC
32OL	OLYMPIA	SHIPC
32OM	COMMERCE	SHIPC
32ON	ONRUST	SHIPC
32OO	WESTWARD WIND	SHIPC
32OP	OCEAN PRINCE	SHIPC
32OQ	BLUEFISH	SHIPC
32OR	ORLEANS PARISH	SHIPC
32OS	OREGON STANDARD	SHIPC
32OT	OCEAN LEADER	SHIPC
32OU	CARIBOU REEFER	SHIPC
32OV	LOOKER	SHIPC
32OW	OWEN	SHIPC
32OX	MISS GAIL	SHIPC
32OY	ONSLOW BAY	SHIPC
32OZ	NORTHSTAR	SHIPC
32P0	POINT SUR	SHIPC
32P1	POMODON	SHIPC
32P2	PRESLEY	SHIPC
32P3	S. POTTER	SHIPC
32P4	PROUD HERITAGE	SHIPC
32P5	PRESIDENT TAFT	SHIPC
32P6	PACIFIC RAIDER	SHIPC
32P7	PAT SAN MARIE	SHIPC
32P8	PLATFORM	SHIPC
32P9	PORT JEFFERSON	SHIPC
32PA	PALUMBO	SHIPC
32PB	PALM BEACH	SHIPC
32PC	PRESIDENT CLEVELAND	SHIPC
32PD	PACIFIC DAWN	SHIPC
32PE	PELICAN	SHIPC
32PF	PACIFIC APOLLO	SHIPC
32PG	PRESTIGE	SHIPC
32PH	W. E. PHIPPS	SHIPC
32PI	PACIFIC	SHIPC
32PJ	PYRO	SHIPC
32PK	PRESIDENT KENNEDY	SHIPC
32PL	PEARL HARBOR	SHIPC
32PM	PRESIDENT MCKINLEY	SHIPC
32PN	PANAMINT	SHIPC
32PO	POCOMOKE	SHIPC
32PP	PAN PACIFIC	SHIPC
32PQ	PENSACOLA	SHIPC
32PR	PHARRIS	SHIPC
32PS	PETALUMA	SHIPC
32PT	PLATTE	SHIPC
32PU	PURITAN	SHIPC
32PV	PRESIDENT VAN BUREN	SHIPC
32PW	PATRICIA LEE	SHIPC
32PX	PARAMONT	SHIPC
32PY	PALMYRA	SHIPC
32PZ	POLAR STAR	SHIPC
32Q0	BARBARA H.	SHIPC
32Q1	SPIRIT OF 76	SHIPC
32Q2	Daniel Boone	SHIPC
32Q3	Curts	SHIPC
32Q4	PETER W. ANDERSON	SHIPC
32Q5	PRESIDENT LINCOLN	SHIPC
32Q6	BOLD VENTURE	SHIPC
32Q7	SEA-LAND TRADER	SHIPC
32Q8	H. H. HESS	SHIPC
32Q9	HALYBURTON	SHIPC
32QA	ALIANORA	SHIPC
32QB	RHONDA SUE	SHIPC
32QC	CHEM-MIST	SHIPC
32QD	CLIFTON SPRAGUE	SHIPC
32QE	SUSQUEHANNA	SHIPC
32QF	SUMTER	SHIPC
32QG	THORN	SHIPC
32QH	MCINERNEY	SHIPC
32QI	CHEVRON ARIZONA	SHIPC
32QJ	SEATRAIN LEXINGTON	SHIPC
32QK	QUIZ KID	SHIPC
32QL	MERRILL	SHIPC
32QM	MAKO	SHIPC
32QN	QUEENS WAY BRIDGE	SHIPC
32QO	NORSEMAN II	SHIPC
32QP	AMERICAN VETERAN	SHIPC
32QQ	Adventurous	SHIPC
32QR	VANDEGRIFT	SHIPC
32QS	QUICK SILVER	SHIPC
32QT	EXCELLENCE II	SHIPC
32QU	ROBERT GORDON SPROUL	SHIPC
32QV	ELGAREN M/S	SHIPC
32QW	VICTORY M/S	SHIPC
32QX	PRESIDENT EISENHOWER	SHIPC
32QY	COLUMBUS	SHIPC
32QZ	CLEARVIEW IV	SHIPC
32R0	SHANA RAE	SHIPC
32R1	RELIEF	SHIPC
32R2	RANGER	SHIPC
32R3	R. R. SIMONS	SHIPC
32R4	ST. LOUIS	SHIPC
32R5	RALEIGH	SHIPC
32R6	SPRUANCE	SHIPC
32R7	CABRILLO	SHIPC
32R8	PROSPECTOR	SHIPC
32R9	RAEFELLO	SHIPC
32RA	RACINE	SHIPC
32RB	ROMBACH	SHIPC
32RC	RACHEL CARSON	SHIPC
32RD	RODMAN	SHIPC
32RE	REYNOLDS	SHIPC
32RF	REDFISH	SHIPC
32RG	S B. SARGO	SHIPC
32RH	ARAPAHO	SHIPC
32RI	RICHEY	SHIPC
32RJ	J. RUTHERFORD	SHIPC
32RK	MARIA ELENA	SHIPC
32RL	ROLF	SHIPC
32RM	ROCKY MOUNT	SHIPC
32RN	M. REYNOLDS	SHIPC
32RO	ARCO ANCHORAGE	SHIPC
32RP	RIGPUSHER	SHIPC
32RQ	RONQUIL	SHIPC
32RR	RANGE RECOVERER	SHIPC
32RS	RESOLUTION	SHIPC
32RT	CARIBBEAN	SHIPC
32RU	CRUSADER	SHIPC
32RV	CARIBE	SHIPC
32RW	RIDGLEY WARFIELD	SHIPC
32RX	ROSA OLIVIA	SHIPC
32RY	RAYMOND	SHIPC
32RZ	REGINA MARIS	SHIPC
32S0	SAMUEL E. MORISON	SHIPC
32S1	W. SCORESBY	SHIPC
32S2	SEA DRAGON	SHIPC
32S3	SHEA	SHIPC
32S4	SAN DIEGO	SHIPC
32S5	SANGAMON	SHIPC
32S6	STURTEVANT	SHIPC
32S7	SKAGIT	SHIPC
32S8	SPICA	SHIPC
32S9	SD TUNA BOAT	SHIPC
32SA	SASSAFRASS	SHIPC
32SB	SALUDA	SHIPC
32SC	SOUTH CAROLINA	SHIPC
32SD	STEADFAST	SHIPC
32SE	SEEADLER	SHIPC
32SF	SUBSURFACE FLOAT	SHIPC
32SG	SIGOURNEY	SHIPC
32SH	SHEARWATER	SHIPC
32SI	SILVERSTEIN	SHIPC
32SJ	SAN JUAN	SHIPC
32SK	Skipjack	SHIPC
32SL	LOUIS S. ST. LAURENT	SHIPC
32SM	STEMBEL	SHIPC
32SN	SAN FRANCISCO	SHIPC
32SO	SAN BERNARDINO	SHIPC
32SP	SPANGLER	SHIPC
32SQ	STEELE	SHIPC
32SR	SARATOGA	SHIPC
32SS	SKIMMER	SHIPC
32ST	STAGE TIDE	SHIPC
32SU	SUWANNEE	SHIPC
32SV	SEA-LAND VENTURE	SHIPC
32SW	SOMERSWORTH	SHIPC
32SX	SONNY BOY	SHIPC
32SY	SNYDER	SHIPC
32SZ	SARATOGA	SHIPC
32T0	NORSEMAN	SHIPC
32T1	TUNABOAT1	SHIPC
32T2	TUNABOAT2	SHIPC
32T3	TUNABOAT3	SHIPC
32T4	TUNABOAT4	SHIPC
32T5	TUNABOAT5	SHIPC
32T6	TUNABOAT6	SHIPC
32T7	TUNABOAT7	SHIPC
32T8	TUNABOAT8	SHIPC
32T9	TUNABOAT9	SHIPC
32TA	TAMAROA	SHIPC
32TB	TUNABOAT10	SHIPC
32TC	TACOMA	SHIPC
32TD	T 19	SHIPC
32TE	T 441	SHIPC
32TF	TACLOBAN	SHIPC
32TG	THERESA ANN	SHIPC
32TH	TALLAHATCHIE CTY	SHIPC
32TI	TRINIDAD	SHIPC
32TJ	TIDE STATIONS	SHIPC
32TK	TAKELMA	SHIPC
32TL	J. R. TOWLE	SHIPC
32TM	MARCONA TRANSPORTER	SHIPC
32TN	TAYABAS BAY	SHIPC
32TO	TIPPECANOE	SHIPC
32TP	THULE PIER	SHIPC
32TQ	TRADE	SHIPC
32TR	TRENTON	SHIPC
32TS	THRASHER	SHIPC
32TT	TRUETT	SHIPC
32TU	TUSCALOOSA	SHIPC
32TV	TRINGA ASR-16	SHIPC
32TW	SANTA ELENA	SHIPC
32TX	TOLERS	SHIPC
32TY	TYPHOON	SHIPC
32TZ	SANTA ROSA	SHIPC
32U0	ANNIKA MARIE	SHIPC
32U1	PIONEER CRUSADER	SHIPC
32U2	PIONEER MOON	SHIPC
32U3	PLEDGE	SHIPC
32U4	MAJOR STEPHEN W. PLESS	SHIPC
32U5	POINT LOMA	SHIPC
32U6	POINT REVERE	SHIPC
32U7	PONCE	SHIPC
32U8	POWHATAN	SHIPC
32U9	PRAIRIE	SHIPC
32UA	SUPERHORSE	SHIPC
32UB	SHIRLEY S	SHIPC
32UC	TRIPOLI	SHIPC
32UD	SCUBA DO	SHIPC
32UE	UEB 1	SHIPC
32UF	MARUFFA	SHIPC
32UG	TURBO GOOSE	SHIPC
32UH	NORDFJORD	SHIPC
32UI	WARRIOR II	SHIPC
32UJ	NEW ORLEANS	SHIPC
32UK	J. W. POWELL	SHIPC
32UL	RAINBOW HOPE	SHIPC
32UM	AUSTRAL MOON	SHIPC
32UN	MARY LOUISE	SHIPC
32UO	CAPE FLATTERY	SHIPC
32UP	SEA HAVEN	SHIPC
32UQ	SEALIFT ARCTIC	SHIPC
32UR	AUSTRAL RAINBOW	SHIPC
32US	UNITED STATES	SHIPC
32UT	UNITED GEO 1	SHIPC
32UU	TEXAS CLIPPER	SHIPC
32UV	Copeland	SHIPC
32UW	PACIFIC SEAL	SHIPC
32UX	DAY STAR	SHIPC
32UY	PAUL R. TREGURTHA	SHIPC
32UZ	SHENEHON	SHIPC
32V0	VEGA	SHIPC
32V1	FRED H. MOORE	SHIPC
32V2	CAPE ST. VINCENT	SHIPC
32V3	DISCOVERY	SHIPC
32V4	VIRGINIA	SHIPC
32V5	PRESERVER	SHIPC
32V6	PROVIDENCE GETTY	SHIPC
32V7	PUGET SOUND	SHIPC
32V8	LEWIS B. PULLER	SHIPC
32V9	RANGE SENTINEL	SHIPC
32VA	VANGUARD	SHIPC
32VB	GREEN ISLAND	SHIPC
32VC	VINCENNES	SHIPC
32VD	VANDIVIER	SHIPC
32VE	GREEN VALLEY	SHIPC
32VF	Valley Forge	SHIPC
32VG	CAPT. VINCENT GANN	SHIPC
32VH	INGER	SHIPC
32VI	VIRAZON	SHIPC
32VJ	JOHN YOUNG	SHIPC
32VK	ZAPATA COURIER	SHIPC
32VL	ZAPATA PATRIOT	SHIPC
32VM	VAMMEN	SHIPC
32VN	M. VIVIAN	SHIPC
32VO	AMERICAN VIKING	SHIPC
32VP	LETITIA LYKES	SHIPC
32VQ	VIKING QUEEN	SHIPC
32VR	ADVENTURER	SHIPC
32VS	VIRGINIAN SEA	SHIPC
32VT	SEA VENTURE	SHIPC
32VU	ZAPATA RANGER	SHIPC
32VV	VIVIAN ANN	SHIPC
32VW	ZAPATA ROVER	SHIPC
32VX	AMERICAN RAPID	SHIPC
32VY	VOYAGER	SHIPC
32VZ	VALDEZ	SHIPC
32W0	SG004	SHIPC
32W1	WISEMAN	SHIPC
32W2	WIECZNO	SHIPC
32W3	WASHINGTON	SHIPC
32W4	CARON	SHIPC
32W5	ALMODITE	SHIPC
32W6	WESHANIC	SHIPC
32W7	SARANAC	SHIPC
32W8	WHITEHURST	SHIPC
32W9	WOOLSEY	SHIPC
32WA	WANTUCK	SHIPC
32WB	WARRNAMBOOL	SHIPC
32WC	WECOMA	SHIPC
32WD	WENDY	SHIPC
32WE	WHEELING	SHIPC
32WF	WITCHDOT	SHIPC
32WG	G. WILLA	SHIPC
32WH	WHITEFOOT	SHIPC
32WI	WAKE ISLAND	SHIPC
32WJ	STARK	SHIPC
32WK	WICKERSHAM	SHIPC
32WL	WHITLEY	SHIPC
32WM	WASHINGTON MAIL	SHIPC
32WN	WHITMAN	SHIPC
32WO	WYOMING	SHIPC
32WP	SUN COASTER	SHIPC
32WQ	MORMAC STAR	SHIPC
32WR	WHITE STAR	SHIPC
32WS	WILLIAMS	SHIPC
32WT	WINTLE	SHIPC
32WU	AMERICAN SPITFIRE	SHIPC
32WV	AMERICAN TITAN	SHIPC
32WW	BUILDER	SHIPC
32WX	GREEN HARBOR	SHIPC
32WY	WYMAN	SHIPC
32WZ	PEZMAR	SHIPC
32X0	ANDRADITE	SHIPC
32X1	SIRIUS	SHIPC
32X2	SPARTANBURG COUNTY	SHIPC
32X3	SPIRIT OF LIBERTY	SHIPC
32X4	ST. LOUIS	SHIPC
32X5	STIARE	SHIPC
32X6	SURIBACHI	SHIPC
32X7	SWEETBRIER	SHIPC
32X8	SYLVANIA	SHIPC
32X9	TAMARA GUILDEN	SHIPC
32XA	REDSTONE	SHIPC
32XB	REID	SHIPC
32XC	RENTZ	SHIPC
32XD	RIGEL	SHIPC
32XE	ROANOKE	SHIPC
32XF	PRESIDENT ROOSEVELT	SHIPC
32XG	SACRAMENTO	SHIPC
32XH	SAFEGUARD	SHIPC
32XI	XIPHIAS	SHIPC
32XJ	SAGEBRUSH	SHIPC
32XK	SAGINAW	SHIPC
32XL	SAIPAN	SHIPC
32XM	SAN ANTONIO	SHIPC
32XN	SANTA BARBARA	SHIPC
32XO	ELIS OLSSON	SHIPC
32XP	SATURN	SHIPC
32XQ	SEALIFT ANTARCTIC	SHIPC
32XR	SEALIFT CHINA SEA	SHIPC
32XS	TEXAS STAR	SHIPC
32XT	SEALIFT INDIAN OCEAN	SHIPC
32XU	SEALIFT MEDITERRANEAN	SHIPC
32XV	SEAPAC WASHINGTON	SHIPC
32XW	SEDGE	SHIPC
32XX	SHASTA	SHIPC
32XY	Sierra	SHIPC
32XZ	SIMPSON	SHIPC
32Y0	WILEMAN	SHIPC
32Y1	DOLLY TURMAN	SHIPC
32Y2	Underwood	SHIPC
32Y3	VANCOUVER	SHIPC
32Y4	VINDICATOR	SHIPC
32Y5	VINSON  CARL	SHIPC
32Y6	WABASH	SHIPC
32Y7	WADSWORTH	SHIPC
32Y8	WASHINGTON  PRESIDENT	SHIPC
32Y9	WESTPORT	SHIPC
32YA	YANKEE CLIPPER	SHIPC
32YB	ROYALTY I	SHIPC
32YC	OVERSEAS VIVIAN	SHIPC
32YD	PFC WILLIAM B. BAUGH	SHIPC
32YE	Nordic Pride	SHIPC
32YF	HAROLD W. STREETER	SHIPC
32YG	SW RESEARCHER	SHIPC
32YH	BLUE WATER	SHIPC
32YI	WHIPSAW	SHIPC
32YJ	ANNA	SHIPC
32YK	Yorktown	SHIPC
32YL	JEFF AND TINA	SHIPC
32YM	NEECHO	SHIPC
32YN	CHAPMAN	SHIPC
32YO	NELLIE BELLE	SHIPC
32YP	ERLINE	SHIPC
32YQ	REDOUBT	SHIPC
32YR	PEARL	SHIPC
32YS	ROVER	SHIPC
32YT	CRYSTAL	SHIPC
32YU	TARAWA	SHIPC
32YV	TAURUS	SHIPC
32YW	TEXAS TRADER	SHIPC
32YX	TRADITION	SHIPC
32YY	TRANSCOLORADO	SHIPC
32YZ	TRANSCOLUMBIA	SHIPC
32Z0	Tashtego	SHIPC
32Z1	WHIDBY ISLAND	SHIPC
32Z2	WHITE PLAINS	SHIPC
32Z3	WHITE SUMAC	SHIPC
32Z4	WICHITA	SHIPC
32Z5	WILLAMETTE	SHIPC
32Z6	PFC DEWAYNE T. WILLIAMS	SHIPC
32Z7	WOODRUSH	SHIPC
32Z8	YELLOWSTONE	SHIPC
32Z9	YOSEMITE	SHIPC
32ZA	SEA WITCH	SHIPC
32ZB	PROF. ZUBOV	SHIPC
32ZC	CORTEZ	SHIPC
32ZD	BAGBY	SHIPC
32ZE	FORWARD	SHIPC
32ZF	SANTA ADELA	SHIPC
32ZG	MONTE OLIVIA	SHIPC
32ZH	COLUMBUS TARANAKI	SHIPC
32ZI	ATLANTIC CAUSEWAY	SHIPC
32ZJ	MONTE SARMIENTO	SHIPC
32ZK	SUNSET BAY	SHIPC
32ZL	FLINT	SHIPC
32ZM	BRISCOE	SHIPC
32ZN	PHANTOM	SHIPC
32ZO	ALL STAR SR	SHIPC
32ZP	WARLORD	SHIPC
32ZQ	LARINDA	SHIPC
32ZR	MANGOE	SHIPC
32ZS	NEW DAWN	SHIPC
32ZT	PEPPINA	SHIPC
32ZU	THREE JACKS	SHIPC
32ZV	CORNUCOPIA	SHIPC
32ZW	REGINA MARIS	SHIPC
32ZX	PIONEER	SHIPC
32ZY	MELLENIUM FALCON	SHIPC
32ZZ	BARBERA MARIE	SHIPC
3303	Coriolis	SHIPC
3304	SP053	SHIPC
3305	KENNICOTT	SHIPC
3306	PRIDE OF AMERICA	SHIPC
3308	Kaholo	SHIPC
3309	Horizon Trader	SHIPC
330D	STEWART J. CORT	SHIPC
330E	SG194	SHIPC
330F	Pisces IV	SHIPC
330H	DUSK	SHIPC
330I	AMERICAN MARINER	SHIPC
330J	G. L. OSTRANDER	SHIPC
330N	LIBERTY GLORY	SHIPC
330P	Trieste	SHIPC
330Q	BOOMER	SHIPC
330U	RU05	SHIPC
330W	SP041	SHIPC
330X	WESTERN RANGER	SHIPC
330Y	HILDEBRAND	SHIPC
330Z	SP054	SHIPC
3310	OCEAN CHARGER	SHIPC
3311	OIKOS	SHIPC
3312	SIGANUS	SHIPC
3313	TIOGA	SHIPC
3314	ICE SKATE ALPHA	SHIPC
3315	FH 960	SHIPC
3316	MIAMI	SHIPC
3317	TALLAPOOSA	SHIPC
331I	BLUEFIN	SHIPC
331U	Burrows	SHIPC
3320	OCEAN GIANT	SHIPC
3322	Bell M. Shimada	SHIPC
3324	Dexter	SHIPC
3329	Eisner	SHIPC
332B	Carter	SHIPC
332O	MAERSK MEMPHIS	SHIPC
3330	Arctic	SHIPC
333B	AMERICAN CENTURY	SHIPC
333D	HERBERT C. JACKSON	SHIPC
333G	EL FARO	SHIPC
333I	POLAR STORM	SHIPC
333K	ROBERT E. HAYES	SHIPC
333L	JOHN J. BOLAND	SHIPC
333M	GREEN COVE	SHIPC
333N	UCSC294	SHIPC
333P	GREEN LAKE	SHIPC
333Q	PELICAN STATE	SHIPC
333R	APL THAILAND	SHIPC
333S	MAERSK DENVER	SHIPC
333T	OCEAN EAGLE	SHIPC
333U	KENNEDY	SHIPC
333V	KAYE E. BARKER	SHIPC
333X	MAERSK UTAH	SHIPC
333Y	SPARTAN	SHIPC
333Z	IVER FOSS	SHIPC
3340	OOIDS	SHIPC
3342	Fogg	SHIPC
3347	Gillette	SHIPC
334A	OKEANOS EXPLORER	SHIPC
334B	PISCES	SHIPC
334C	SG010	SHIPC
334H	SP018	SHIPC
334K	RU28	SHIPC
334L	BELLA MARIE	SHIPC
334M	ARI CRUZ	SHIPC
334Q	JAMES L. KUBER	SHIPC
334R	OVERSEAS NIKISKI	SHIPC
334S	SP020	SHIPC
334T	ALASKAN FRONTIER	SHIPC
334U	OCEAN ATLAS	SHIPC
334V	UNIT 092	SHIPC
334W	NOAA-15	SHIPC
334Y	MESABI MINER	SHIPC
334Z	APL KOREA	SHIPC
3350	APL CHINA	SHIPC
335A	BENTHOS	SHIPC
335B	STACEY FOSS	SHIPC
335C	APL AGATE	SHIPC
335G	SG038	SHIPC
335I	GULF TITAN	SHIPC
335J	EAGLE EYE II	SHIPC
335K	POLAR ENTERPRISE	SHIPC
335L	CHINOOK	SHIPC
335M	AMERICAN INTEGRITY	SHIPC
335P	SP027	SHIPC
335Q	MAERSK KENTUCKY	SHIPC
335S	ST. CLAIR	SHIPC
335V	ALASKA MARINER	SHIPC
335W	OCEAN WAVE	SHIPC
335X	TOPEX Poseidon	SHIPC
335Y	SG009	SHIPC
335Z	OLIVE L. MOORE	SHIPC
3360	Relentless	SHIPC
3363	Lioba	SHIPC
336A	ARROW	SHIPC
336B	MORMACDRACO	SHIPC
336C	SEA WORLD	SHIPC
336D	TASSINGE	SHIPC
336E	TEMPTATION	SHIPC
336F	TASU	SHIPC
336G	SG033	SHIPC
336J	SG037	SHIPC
336K	Nimbus-7	SHIPC
336M	SP025	SHIPC
336N	Fling	SHIPC
336P	INTEGRITY	SHIPC
336R	HORIZON DISCOVERY	SHIPC
336S	OVERSEAS LOS ANGELES	SHIPC
336T	SG035	SHIPC
336W	SP052	SHIPC
336X	MISSISSIPPI VOYAGER	SHIPC
336Z	MAERSK CHICAGO	SHIPC
3370	MANULANI	SHIPC
3371	YMS 92	SHIPC
3372	STEP N FETCHIT	SHIPC
3373	GIFFORD EWING	SHIPC
3374	Diodon	SHIPC
3375	HUNTINGTON	SHIPC
3377	Hughes	SHIPC
3378	Hurst	SHIPC
337A	YAT6	SHIPC
337B	YP267	SHIPC
337C	ARIADNE	SHIPC
337D	REVERIE	SHIPC
337E	PCFS 1444	SHIPC
337F	267	SHIPC
337G	YP164	SHIPC
337I	SG034	SHIPC
337J	JUDY S	SHIPC
337K	INDIANA HARBOR	SHIPC
337L	Aloto	SHIPC
337M	ALPENA	SHIPC
337N	NORCOASTER	SHIPC
337P	APL CYPRINE	SHIPC
337Q	ALLIANCE NORFOLK	SHIPC
337R	GFO	SHIPC
337S	TAN'ERLIQ	SHIPC
337T	STORM	SHIPC
337U	BURNS HARBOR	SHIPC
337V	GORDON JENSEN	SHIPC
337X	SP042	SHIPC
337Y	LEE A. TREGURTHA	SHIPC
337Z	ARCTIC BEAR	SHIPC
3380	SESOK	SHIPC
3381	LCU 1136	SHIPC
3382	YT EUROPA	SHIPC
3383	Salt Lake City	SHIPC
3384	ASKOY	SHIPC
3385	HAMMANN	SHIPC
3386	MINNEAPOLIS	SHIPC
3387	ERIE	SHIPC
3388	GRIFFIN	SHIPC
3389	Suamico	SHIPC
338A	PCE 845	SHIPC
338B	PCE 846	SHIPC
338C	PCE 847	SHIPC
338D	PCE 868	SHIPC
338E	PCE 870	SHIPC
338F	PCE 880	SHIPC
338G	PCE 881	SHIPC
338H	PCE 886	SHIPC
338J	PCE 891	SHIPC
338K	PCE 892	SHIPC
338L	PCE 893	SHIPC
338M	PCE 894	SHIPC
338N	PCE 895	SHIPC
338O	SP056	SHIPC
338P	PCE 896	SHIPC
338Q	PCE 898	SHIPC
338R	PCE 899	SHIPC
338S	PCE 900	SHIPC
338T	PCE 902	SHIPC
338U	PCE 903	SHIPC
338V	PCE 904	SHIPC
338W	YF 854	SHIPC
338X	CTRB-10	SHIPC
338Y	ABR-10	SHIPC
338Z	LCU 742	SHIPC
33A2	ATOLL III	SHIPC
33AB	ATLANTA BAY	SHIPC
33AD	ADVANCE IV	SHIPC
33AF	ARCHERFISH	SHIPC
33AH	ATHENA II	SHIPC
33AL	Abraham Lincoln	SHIPC
33AM	ARGO MAINE	SHIPC
33AN	ATUN	SHIPC
33AR	ARC	SHIPC
33AS	ARCTURUS	SHIPC
33AT	ATLANTIS	SHIPC
33AZ	Anzio	SHIPC
33B1	Blue Heron	SHIPC
33B3	Elakha	SHIPC
33B8	CHARLESTON EXPRESS	SHIPC
33BA	Bairoko	SHIPC
33BB	Boone	SHIPC
33BC	BAYA	SHIPC
33BE	BALD EAGLE	SHIPC
33BH	BAY HYDROGRAPHER	SHIPC
33BI	Sikuliaq	SHIPC
33BJ	Knight	SHIPC
33BL	BIO LAB	SHIPC
33BT	Moffett	SHIPC
33BY	Niblack	SHIPC
33C0	MONITOR	SHIPC
33CA	CAVALIERI	SHIPC
33CB	CLIFFORD A. BARNES	SHIPC
33CC	CORWITH CRAMER	SHIPC
33CH	OCEAN HOPE	SHIPC
33CL	CLUNY	SHIPC
33CM	CHIPMAN	SHIPC
33CN	CACOPAN	SHIPC
33CP	Cowpens	SHIPC
33CQ	Cocheco	SHIPC
33CT	OOCL INSPIRATION	SHIPC
33CY	CYNOSCION	SHIPC
33D0	SG021	SHIPC
33DI	Poole	SHIPC
33DK	Pride	SHIPC
33DV	SWIMMER/DIVER	SHIPC
33E5	Tillman	SHIPC
33ED	EIDER M/S	SHIPC
33EL	EDWIN LINK	SHIPC
33EM	EMPIRE STATE	SHIPC
33EN	ENDEAVOR	SHIPC
33EP	Spangenberg	SHIPC
33ER	EDWARD L. RYERSON	SHIPC
33ET	ERICA TIDE	SHIPC
33EU	ENDURANCE	SHIPC
33F1	APL SINGAPORE	SHIPC
33FF	FLYING FISH	SHIPC
33FI	FERDINAND R. HASSLER	SHIPC
33FR	Winslow	SHIPC
33G1	COASTAL TRADER	SHIPC
33GC	GULF CHALLENGER	SHIPC
33GG	GORDON GUNTER	SHIPC
33GI	George W. Ingram	SHIPC
33GL	GLORIA MICHELE	SHIPC
33GM	GEORGE K. MACKENZIE	SHIPC
33GR	GRANVILLE	SHIPC
33GY	Robert C. Seamans	SHIPC
33H0	Katahdin	SHIPC
33H1	POLAR ENDEAVOUR	SHIPC
33H2	Horizon Hawk	SHIPC
33H3	Marcus G. Langseth	SHIPC
33H4	Atlantic Explorer	SHIPC
33H5	Hugh R. Sharp	SHIPC
33H6	Savannah	SHIPC
33H7	Urraca	SHIPC
33H9	Guide	SHIPC
33HA	HAIDA	SHIPC
33HC	Hue City	SHIPC
33HF	HYDROGRAPHIC FIELD PARTY #1	SHIPC
33HH	HENRY B. BIGELOW	SHIPC
33HL	Hi'ialakai	SHIPC
33HO	HORIZON ENTERPRISE	SHIPC
33HQ	HEALY	SHIPC
33HZ	JOHN S. MCCAIN	SHIPC
33I0	APL PEARL	SHIPC
33I1	CALIFORNIA VOYAGER	SHIPC
33I2	LIBERTY PRIDE	SHIPC
33I3	JEAN ANNE	SHIPC
33I4	ST LOUIS EXPRESS	SHIPC
33I6	ARCTIC TITAN	SHIPC
